"geographic name, english","geographic name, french","georaphie type, english","georaphie type, french",census division code,economic region code,province code,canadian heritage region code,Total,"English mother tongue, adjusted","French mother tongue, adjusted","Other mother tongue, adjusted"
Frenchman Butte No. 501,Frenchman Butte No. 501,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,"1,440","1,199",27,214
Paradise Hill,Paradise Hill,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,515,440,23,53
St. Walburg,St. Walburg,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,690,633,15,43
Mervin,Mervin,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,160,160, -   , -   
Turtleford,Turtleford,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,530,488,20,23
Kivimaa-Moonlight Bay,Kivimaa-Moonlight Bay,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,80,75, -   ,5
Mervin No. 499,Mervin No. 499,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,"1,200","1,128",30,43
Parkdale No. 498,Parkdale No. 498,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,630,590,15,25
Glaslyn,Glaslyn,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,395,348,10,38
Meadow Lake,Meadow Lake,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,"4,940","4,468",75,398
Meadow Lake No. 588,Meadow Lake No. 588,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,"2,680","2,533",40,108
Dorintosh,Dorintosh,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,145,143, -   ,3
Loon Lake No. 561,Loon Lake No. 561,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,725,658,15,53
Makwa,Makwa,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,95,85,10, -   
Loon Lake,Loon Lake,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,295,265, -   ,30
Beaver River No. 622,Beaver River No. 622,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,"1,015",938,10,68
Goodsoil,Goodsoil,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,275,224,9,42
Pierceland,Pierceland,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,545,520,10,15
Thunderchild First Nation 115B,Thunderchild First Nation 115B,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,795,490, -   ,305
Flying Dust First Nation 105 (Meadow Lake 105),Flying Dust First Nation 105 (Meadow Lake 105),census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,500,425, -   ,75
Waterhen 130,Waterhen 130,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,670,388, -   ,283
Makwa Lake 129B,Makwa Lake 129B,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,910,660, -   ,250
Saulteaux 159,Saulteaux 159,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,455,328, -   ,128
Eagles Lake 165C,Eagles Lake 165C,census subdivision,Subdivision de recensement,cd4717,er4750,pr47,pch04,95,75,3,18
Cumberland House,Cumberland House,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,775,515,5,255
Timber Bay,Timber Bay,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,95,70, -   ,25
Weyakwin,Weyakwin,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,125,105, -   ,20
Green Lake,Green Lake,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,410,330, -   ,80
Cole Bay,Cole Bay,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,225,110, -   ,115
Jans Bay,Jans Bay,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,185,45, -   ,140
Beauval,Beauval,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,755,538,5,213
La Ronge,La Ronge,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,"2,290","1,895",33,363
Air Ronge,Air Ronge,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,"1,040",923,10,108
Denare Beach,Denare Beach,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,665,635, -   ,30
Creighton,Creighton,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,"1,505","1,383",25,98
Flin Flon,Flin Flon,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,225,215, -   ,10
Pelican Narrows,Pelican Narrows,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,785,65, -   ,720
Sandy Bay,Sandy Bay,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,"1,225",933, -   ,293
Pinehouse,Pinehouse,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,980,343, -   ,638
Île-à-la-Crosse,Île-à-la-Crosse,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,"1,355","1,004",4,347
Patuanak,Patuanak,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,65,30, -   ,35
Buffalo Narrows,Buffalo Narrows,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,"1,150","1,013",5,133
St. George's Hill NH,St. George's Hill NH,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,95,10, -   ,85
Michel Village,Michel Village,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,60,5, -   ,55
La Loche,La Loche,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,"2,600",263, -   ,"2,338"
"Division No. 18, Unorganized","Division No. 18, Unorganized",census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,"1,650",900,15,735
Stony Rapids,Stony Rapids,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,245,95,5,145
Cumberland House Cree Nation 20,Cumberland House Cree Nation 20,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,710,503, -   ,208
Montreal Lake 106,Montreal Lake 106,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,995,650, -   ,345
Stanley 157,Stanley 157,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,"1,635",550, -   ,"1,085"
La Plonge 192,La Plonge 192,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,115,75, -   ,40
Morin Lake 217,Morin Lake 217,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,615,450, -   ,165
Lac La Ronge 156,Lac La Ronge 156,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,"1,915","1,448",3,465
Kitsakie 156B,Kitsakie 156B,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,645,393, -   ,253
Wapachewunak 192D,Wapachewunak 192D,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,485,220, -   ,265
Buffalo River Dene Nation 193 (Peter Pond Lake 193),Buffalo River Dene Nation 193 (Peter Pond Lake 193),census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,760,320, -   ,440
Turnor Lake 193B,Turnor Lake 193B,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,420,330, -   ,90
Southend 200,Southend 200,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,910,430, -   ,480
Fond du Lac 227,Fond du Lac 227,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,880,140,5,735
Chicken 224,Chicken 224,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,"1,060",25, -   ,"1,035"
Grandmother's Bay 219,Grandmother's Bay 219,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,335,75, -   ,260
Lac La Hache 220,Lac La Hache 220,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,"1,250",58,3,"1,190"
Clearwater River Dene 222,Clearwater River Dene 222,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,780,55, -   ,725
Kimosom Pwatinahk 203 (Deschambault Lake),Kimosom Pwatinahk 203 (Deschambault Lake),census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,"1,195",143, -   ,"1,053"
Kinoosao-Thomas Clark 204,Kinoosao-Thomas Clark 204,census subdivision,Subdivision de recensement,cd4718,er4760,pr47,pch04,40,15, -   ,25
Cypress County,Cypress County,census subdivision,Subdivision de recensement,cd4801,er4810,pr48,pch05,"7,215","6,440",78,698
Medicine Hat,Medicine Hat,census subdivision,Subdivision de recensement,cd4801,er4810,pr48,pch05,"59,015","53,307",749,"4,959"
Forty Mile County No. 8,Forty Mile County No. 8,census subdivision,Subdivision de recensement,cd4801,er4810,pr48,pch05,"3,335","1,750",10,"1,575"
Foremost,Foremost,census subdivision,Subdivision de recensement,cd4801,er4810,pr48,pch05,530,478, -   ,53
Bow Island,Bow Island,census subdivision,Subdivision de recensement,cd4801,er4810,pr48,pch05,"1,925","1,195",20,710
Redcliff,Redcliff,census subdivision,Subdivision de recensement,cd4801,er4810,pr48,pch05,"5,580","4,895",75,610
Warner County No. 5,Warner County No. 5,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,"3,840","2,130",15,"1,695"
Coutts,Coutts,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,280,268,3,10
Milk River,Milk River,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,800,703,20,78
Warner,Warner,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,335,313,5,18
Raymond,Raymond,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,"3,690","3,530",43,118
Stirling,Stirling,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,"1,095","1,045",13,38
Lethbridge County,Lethbridge County,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,"9,905","6,983",53,"2,870"
Lethbridge,Lethbridge,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,"82,855","72,041",903,"9,911"
Coalhurst,Coalhurst,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,"1,965","1,760",23,183
Nobleford,Nobleford,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,995,720,5,270
Barons,Barons,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,315,235,5,75
Picture Butte,Picture Butte,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,"1,620","1,235",10,375
Coaldale,Coaldale,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,"7,445","6,315",53,"1,078"
Taber,Taber,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,"6,850","3,560",23,"3,268"
Taber,Taber,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,"8,100","6,518",48,"1,535"
Barnwell,Barnwell,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,770,540, -   ,230
Vauxhall,Vauxhall,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,"1,290",653,13,625
Newell County No. 4,Newell County No. 4,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,"6,785","5,338",45,"1,403"
Tilley,Tilley,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,350,325,5,20
Brooks,Brooks,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,"13,400","9,925",228,"3,248"
Duchess,Duchess,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,990,928,3,60
Rosemary,Rosemary,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,340,275, -   ,65
Bassano,Bassano,census subdivision,Subdivision de recensement,cd4802,er4810,pr48,pch05,"1,280","1,143",23,115
Cardston County,Cardston County,census subdivision,Subdivision de recensement,cd4803,er4810,pr48,pch05,"4,165","2,935",20,"1,210"
Magrath,Magrath,census subdivision,Subdivision de recensement,cd4803,er4810,pr48,pch05,"2,185","2,074",27,84
Improvement District No.  4 Waterton,Improvement District No.  4 Waterton,census subdivision,Subdivision de recensement,cd4803,er4810,pr48,pch05,80,75, -   ,5
Cardston,Cardston,census subdivision,Subdivision de recensement,cd4803,er4810,pr48,pch05,"3,570","3,395",25,150
Glenwood,Glenwood,census subdivision,Subdivision de recensement,cd4803,er4810,pr48,pch05,290,278, -   ,13
Hill Spring,Hill Spring,census subdivision,Subdivision de recensement,cd4803,er4810,pr48,pch05,185,170, -   ,15
Pincher Creek No. 9,Pincher Creek No. 9,census subdivision,Subdivision de recensement,cd4803,er4810,pr48,pch05,"3,075","2,695",40,340
Pincher Creek,Pincher Creek,census subdivision,Subdivision de recensement,cd4803,er4810,pr48,pch05,"3,690","3,355",55,280
Cowley,Cowley,census subdivision,Subdivision de recensement,cd4803,er4810,pr48,pch05,240,220,10,10
Willow Creek No. 26,Willow Creek No. 26,census subdivision,Subdivision de recensement,cd4803,er4810,pr48,pch05,"5,105","4,015",70,"1,020"
Fort Macleod,Fort Macleod,census subdivision,Subdivision de recensement,cd4803,er4810,pr48,pch05,"3,005","2,660",35,310
Granum,Granum,census subdivision,Subdivision de recensement,cd4803,er4810,pr48,pch05,450,408,5,38
Claresholm,Claresholm,census subdivision,Subdivision de recensement,cd4803,er4810,pr48,pch05,"3,635","3,353",43,240
Stavely,Stavely,census subdivision,Subdivision de recensement,cd4803,er4810,pr48,pch05,500,470, -   ,30
Nanton,Nanton,census subdivision,Subdivision de recensement,cd4803,er4810,pr48,pch05,"2,100","1,879",52,169
Piikani 147,Piikani 147,census subdivision,Subdivision de recensement,cd4803,er4810,pr48,pch05,"1,220","1,020", -   ,200
Blood 148,Blood 148,census subdivision,Subdivision de recensement,cd4803,er4810,pr48,pch05,"4,670","3,390",5,"1,275"
Acadia No. 34,Acadia No. 34,census subdivision,Subdivision de recensement,cd4804,er4820,pr48,pch05,505,345,13,148
Special Area No. 2,Special Area No. 2,census subdivision,Subdivision de recensement,cd4804,er4820,pr48,pch05,"2,030","1,685",18,328
Empress,Empress,census subdivision,Subdivision de recensement,cd4804,er4820,pr48,pch05,185,163,8,15
Hanna,Hanna,census subdivision,Subdivision de recensement,cd4804,er4820,pr48,pch05,"2,605","2,460",25,120
Special Area No. 3,Special Area No. 3,census subdivision,Subdivision de recensement,cd4804,er4820,pr48,pch05,"1,120",995,10,115
Oyen,Oyen,census subdivision,Subdivision de recensement,cd4804,er4820,pr48,pch05,945,848,8,90
Cereal,Cereal,census subdivision,Subdivision de recensement,cd4804,er4820,pr48,pch05,135,130, -   ,5
Youngstown,Youngstown,census subdivision,Subdivision de recensement,cd4804,er4820,pr48,pch05,175,175, -   , -   
Special Area No. 4,Special Area No. 4,census subdivision,Subdivision de recensement,cd4804,er4820,pr48,pch05,"1,350","1,148",5,198
Veteran,Veteran,census subdivision,Subdivision de recensement,cd4804,er4820,pr48,pch05,245,235, -   ,10
Consort,Consort,census subdivision,Subdivision de recensement,cd4804,er4820,pr48,pch05,680,638,10,33
Vulcan County,Vulcan County,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,"3,880","2,585",15,"1,280"
Carmangay,Carmangay,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,345,203, -   ,143
Champion,Champion,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,375,340,5,30
Vulcan,Vulcan,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,"1,750","1,598",30,123
Lomond,Lomond,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,180,145,5,30
Milo,Milo,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,125,115, -   ,10
Arrowwood,Arrowwood,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,190,125,5,60
Wheatland County,Wheatland County,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,"8,290","6,763",110,"1,418"
Strathmore,Strathmore,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,"12,280","11,274",192,814
Hussar,Hussar,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,170,165, -   ,5
Standard,Standard,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,385,365,5,15
Rockyford,Rockyford,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,325,310, -   ,15
Drumheller,Drumheller,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,"7,355","6,705",100,550
Starland County,Starland County,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,"2,060","1,445",15,600
Delia,Delia,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,195,178,8,10
Munson,Munson,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,195,195, -   , -   
Morrin,Morrin,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,245,230,5,10
Kneehill County,Kneehill County,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,"4,885","4,298",38,550
Carbon,Carbon,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,490,455,15,20
Acme,Acme,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,655,610,13,33
Linden,Linden,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,725,535,10,180
Three Hills,Three Hills,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,"3,180","2,820",20,340
Trochu,Trochu,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,"1,020",853,10,158
Siksika 146,Siksika 146,census subdivision,Subdivision de recensement,cd4805,er4820,pr48,pch05,"2,975","2,220", -   ,755
Foothills No. 31,Foothills No. 31,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,"21,245","19,027",279,"1,939"
High River,High River,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,"12,850","11,457",192,"1,202"
Longview,Longview,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,305,275,5,25
Turner Valley,Turner Valley,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,"2,155","2,035",28,93
Black Diamond,Black Diamond,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,"2,350","2,185",40,125
Okotoks,Okotoks,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,"24,510","22,692",399,"1,419"
Rocky View County,Rocky View County,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,"36,430","31,611",506,"4,313"
Calgary,Calgary,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,"1,087,400","764,662","18,914","303,824"
Chestermere,Chestermere,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,"14,815","10,969",162,"3,684"
Cochrane,Cochrane,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,"17,460","15,963",345,"1,153"
Airdrie,Airdrie,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,"42,475","38,490",803,"3,183"
Irricana,Irricana,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,"1,165","1,100",8,58
Beiseker,Beiseker,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,795,740,13,43
Crossfield,Crossfield,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,"2,845","2,705",28,113
Mountain View County,Mountain View County,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,"12,360","11,428",110,823
Carstairs,Carstairs,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,"3,445","3,225",73,148
Cremona,Cremona,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,455,430,5,20
Didsbury,Didsbury,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,"4,820","4,504",42,274
Olds,Olds,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,"8,050","7,463",98,490
Sundre,Sundre,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,"2,610","2,453",33,125
Eden Valley 216,Eden Valley 216,census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,585,230, -   ,355
Tsuu T'ina Nation 145 (Sarcee 145),Tsuu T'ina Nation 145 (Sarcee 145),census subdivision,Subdivision de recensement,cd4806,er4830,pr48,pch05,"1,780","1,555",18,208
Provost No. 52,Provost No. 52,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,"2,285","2,140",18,128
Provost,Provost,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,"2,000","1,870",13,118
Czar,Czar,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,170,158,3,10
Hughenden,Hughenden,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,235,220,10,5
Amisk,Amisk,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,215,198, -   ,18
Paintearth County No. 18,Paintearth County No. 18,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,"2,025","1,715",13,298
Coronation,Coronation,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,915,858,13,45
Castor,Castor,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,915,833,23,60
Halkirk,Halkirk,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,120,120, -   , -   
Stettler County No. 6,Stettler County No. 6,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,"5,090","4,313",35,743
Big Valley,Big Valley,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,360,355, -   ,5
Botha,Botha,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,175,175, -   , -   
Stettler,Stettler,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,"5,650","5,235",63,353
White Sands,White Sands,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,90,90, -   , -   
Rochon Sands,Rochon Sands,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,80,75, -   ,5
Donalda,Donalda,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,260,255, -   ,5
Flagstaff County,Flagstaff County,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,"3,250","3,043",18,190
Alliance,Alliance,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,175,160,10,5
Galahad,Galahad,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,95,95, -   , -   
Forestburg,Forestburg,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,835,778,20,38
Heisler,Heisler,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,145,145, -   , -   
Daysland,Daysland,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,805,748,5,53
Strome,Strome,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,230,225, -   ,5
Killam,Killam,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,950,920,5,25
Sedgewick,Sedgewick,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,860,818,10,33
Lougheed,Lougheed,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,225,200, -   ,25
Hardisty,Hardisty,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,625,590,10,25
Wainwright No. 61,Wainwright No. 61,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,"4,140","3,568",165,408
Chauvin,Chauvin,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,335,313,13,10
Edgerton,Edgerton,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,315,295,10,10
Wainwright,Wainwright,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,"5,680","5,135",188,358
Irma,Irma,census subdivision,Subdivision de recensement,cd4807,er4820,pr48,pch05,465,430,3,33
Red Deer County,Red Deer County,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,"17,780","16,515",230,"1,035"
Elnora,Elnora,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,315,300,10,5
Delburne,Delburne,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,830,783,10,38
Jarvis Bay,Jarvis Bay,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,205,190,5,10
Bowden,Bowden,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,"1,245","1,183",15,48
Innisfail,Innisfail,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,"7,870","7,270",103,498
Penhold,Penhold,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,"2,380","2,280",28,73
Red Deer,Red Deer,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,"89,375","78,222","1,359","9,794"
Sylvan Lake,Sylvan Lake,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,"12,210","11,539",202,469
Norglenwold,Norglenwold,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,235,215,5,15
Lacombe County,Lacombe County,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,"10,315","9,180",113,"1,023"
Birchcliff,Birchcliff,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,105,100, -   ,5
Eckville,Eckville,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,"1,125","1,090",10,25
Bentley,Bentley,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,"1,060",993,10,58
Sunbreaker Cove,Sunbreaker Cove,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,75,60,5,10
Gull Lake,Gull Lake,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,125,110,3,13
Blackfalds,Blackfalds,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,"6,300","5,965",100,235
Lacombe,Lacombe,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,"11,535","10,520",158,858
Clive,Clive,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,680,658,5,18
Alix,Alix,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,835,792,14,29
Ponoka County,Ponoka County,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,"8,600","7,760",80,760
Ponoka,Ponoka,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,"6,580","5,965",83,533
Parkland Beach,Parkland Beach,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,130,108,10,13
Rimbey,Rimbey,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,"2,310","2,155",20,135
Samson 137,Samson 137,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,"3,730","2,905", -   ,825
Montana 139,Montana 139,census subdivision,Subdivision de recensement,cd4808,er4850,pr48,pch05,650,505, -   ,145
Clearwater County,Clearwater County,census subdivision,Subdivision de recensement,cd4809,er4840,pr48,pch05,"12,275","11,628",120,528
Caroline,Caroline,census subdivision,Subdivision de recensement,cd4809,er4840,pr48,pch05,505,473,10,23
Rocky Mountain House,Rocky Mountain House,census subdivision,Subdivision de recensement,cd4809,er4840,pr48,pch05,"6,780","6,305",85,390
O'Chiese 203,O'Chiese 203,census subdivision,Subdivision de recensement,cd4809,er4840,pr48,pch05,745,628, -   ,118
Sunchild 202,Sunchild 202,census subdivision,Subdivision de recensement,cd4809,er4840,pr48,pch05,675,529,2,144
Big Horn 144A,Big Horn 144A,census subdivision,Subdivision de recensement,cd4809,er4840,pr48,pch05,135,50, -   ,85
Camrose County,Camrose County,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,"7,720","6,928",118,675
Bashaw,Bashaw,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,840,775,10,55
Rosalind,Rosalind,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,185,180, -   ,5
Ferintosh,Ferintosh,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,180,160,5,15
Edberg,Edberg,census subdivision,Subdivision de recensement,cd4810,er4820,pr48,pch05,165,140,5,20
